,AA,AA,AA,AA,AA,AAL,AAL,AAL,AAL,AAL,AAPL,AAPL,AAPL,AAPL,AAPL,AIG,AIG,AIG,AIG,AIG,AMAT,AMAT,AMAT,AMAT,AMAT,AMC,AMC,AMC,AMC,AMC,AMD,AMD,AMD,AMD,AMD,AMGN,AMGN,AMGN,AMGN,AMGN,AMZN,AMZN,AMZN,AMZN,AMZN,APA,APA,APA,APA,APA,BA,BA,BA,BA,BA,BABA,BABA,BABA,BABA,BABA,BAC,BAC,BAC,BAC,BAC,BBY,BBY,BBY,BBY,BBY,BIDU,BIDU,BIDU,BIDU,BIDU,BP,BP,BP,BP,BP,C,C,C,C,C,CAT,CAT,CAT,CAT,CAT,CMG,CMG,CMG,CMG,CMG,AA,AA,AAL,AAL,AAPL,AAPL,AIG,AIG,AMAT,AMAT,AMC,AMC,AMD,AMD,AMGN,AMGN,AMZN,AMZN,APA,APA,BA,BA,BABA,BABA,BAC,BAC,BBY,BBY,BIDU,BIDU,BP,BP,C,C,CAT,CAT,CMG,CMG
2021-09-07 11:40:00-04:00,,,,,,19.43,19.43,19.43,19.43,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,220.755,220.755,220.755,220.755,200.0,3519.1,3519.1,3519.1,3519.1,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.635,24.64,24.635,24.64,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:41:00-04:00,,,,,,,,,,,,,,,,55.19,55.19,55.19,55.19,270.0,,,,,,,,,,,,,,,,220.82,220.82,220.82,220.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,112.86,112.92,112.86,112.92,701.0,,,,,,,,,,,,,,,,,,,,,1908.82,1908.82,1908.82,1908.82,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:42:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.06,3516.06,3515.86,3515.86,414.0,19.405,19.405,19.405,19.405,300.0,,,,,,,,,,,,,,,,112.955,112.96,112.95,112.96,670.0,,,,,,24.64,24.64,24.64,24.64,300.0,,,,,,208.38,208.38,208.38,208.38,106.0,1908.73,1908.73,1906.83,1907.14,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:43:00-04:00,,,,,,19.43,19.435,19.43,19.435,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.52,3515.52,3515.52,3515.52,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,24.65,24.645,24.645,661.0,71.46,71.5,71.46,71.5,401.0,208.475,208.475,208.475,208.475,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:44:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.965,220.965,220.965,220.965,114.0,3517.16,3517.16,3517.16,3517.16,113.0,19.425,19.425,19.425,19.425,300.0,,,,,,,,,,,,,,,,112.845,112.845,112.84,112.84,601.0,,,,,,24.665,24.67,24.665,24.67,367.0,71.495,71.5,71.49,71.49,317.0,,,,,,1907.12,1907.12,1907.12,1907.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:45:00-04:00,,,,,,19.435,19.435,19.435,19.435,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,220.935,220.97,220.935,220.97,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,112.785,112.785,112.74,112.74,2289.0,,,,,,24.67,24.67,24.67,24.67,120.0,71.47,71.47,71.46,71.46,200.0,208.45,208.45,208.43,208.43,202.0,1907.145,1907.145,1907.145,1907.145,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:46:00-04:00,,,,,,,,,,,,,,,,,,,,,135.34,135.39,135.34,135.39,337.0,,,,,,,,,,,,,,,,3513.4,3513.4,3513.4,3513.4,114.0,19.45,19.45,19.45,19.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.48,71.48,71.48,71.48,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:47:00-04:00,,,,,,19.42,19.42,19.42,19.42,100.0,,,,,,,,,,,135.4,135.4,135.4,135.4,228.0,,,,,,,,,,,,,,,,3515.48,3515.995,3515.48,3515.995,376.0,,,,,,212.75,212.76,212.71,212.76,708.0,,,,,,,,,,,,,,,,,,,,,24.655,24.655,24.655,24.655,323.0,,,,,,,,,,,1908.36,1909.07,1908.36,1909.07,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:48:00-04:00,46.91,46.945,46.91,46.945,349.0,,,,,,,,,,,,,,,,135.39,135.39,135.31,135.31,352.0,,,,,,,,,,,221.05,221.05,221.0,221.0,200.0,3515.97,3515.97,3515.07,3515.07,319.0,,,,,,212.78,212.78,212.69,212.69,644.0,,,,,,,,,,,,,,,,,,,,,24.65,24.65,24.65,24.65,428.0,71.47,71.49,71.47,71.49,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:49:00-04:00,46.9,46.91,46.89,46.905,1151.0,19.41,19.41,19.41,19.41,100.0,,,,,,55.205,55.21,55.2,55.21,480.0,135.37,135.39,135.37,135.39,367.0,,,,,,,,,,,220.98,221.05,220.97,221.045,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,24.64,24.64,24.64,500.0,,,,,,208.47,208.47,208.47,208.47,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:50:00-04:00,,,,,,,,,,,,,,,,55.215,55.215,55.205,55.205,272.0,135.38,135.38,135.37,135.37,388.0,,,,,,,,,,,,,,,,,,,,,19.375,19.375,19.375,19.375,200.0,212.64,212.64,212.59,212.6,310.0,,,,,,,,,,,112.77,112.77,112.77,112.77,105.0,,,,,,24.62,24.62,24.62,24.62,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:51:00-04:00,46.845,46.845,46.845,46.845,169.0,,,,,,,,,,,,,,,,135.29,135.29,135.29,135.29,150.0,,,,,,,,,,,221.17,221.17,221.17,221.17,143.0,,,,,,19.375,19.375,19.365,19.365,400.0,,,,,,,,,,,,,,,,112.765,112.765,112.74,112.75,1112.0,,,,,,24.61,24.61,24.6,24.605,1000.0,71.405,71.41,71.405,71.41,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:52:00-04:00,46.835,46.835,46.83,46.83,240.0,19.37,19.37,19.37,19.37,100.0,,,,,,55.1,55.1,55.1,55.1,224.0,135.39,135.39,135.31,135.31,370.0,,,,,,,,,,,221.1,221.1,221.1,221.1,133.0,3516.36,3518.69,3516.36,3518.69,239.0,19.345,19.35,19.345,19.35,429.0,212.51,212.51,212.5,212.5,227.0,,,,,,,,,,,,,,,,,,,,,24.605,24.61,24.605,24.605,600.0,71.395,71.4,71.38,71.38,303.0,208.3,208.3,208.3,208.3,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:53:00-04:00,,,,,,19.36,19.36,19.36,19.36,110.0,,,,,,55.14,55.14,55.125,55.125,477.0,135.35,135.35,135.31,135.31,300.0,,,,,,,,,,,221.14,221.14,221.14,221.14,110.0,,,,,,,,,,,212.46,212.46,212.46,212.46,113.0,,,,,,,,,,,,,,,,167.18,167.29,167.18,167.29,451.0,24.605,24.605,24.605,24.605,1045.0,71.36,71.36,71.36,71.36,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:54:00-04:00,,,,,,,,,,,,,,,,55.095,55.095,55.095,55.095,212.0,135.25,135.265,135.25,135.265,338.0,,,,,,,,,,,221.085,221.085,221.085,221.085,100.0,,,,,,,,,,,212.35,212.36,212.34,212.36,527.0,,,,,,,,,,,,,,,,167.26,167.33,167.185,167.185,824.0,24.59,24.59,24.585,24.585,297.0,71.34,71.34,71.29,71.295,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:55:00-04:00,46.78,46.78,46.77,46.77,300.0,19.355,19.36,19.355,19.36,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,220.985,220.985,220.985,220.985,222.0,3521.65,3521.65,3521.65,3521.65,142.0,,,,,,212.41,212.47,212.41,212.47,431.0,,,,,,,,,,,,,,,,167.09,167.15,167.09,167.15,708.0,24.58,24.58,24.57,24.57,1000.0,71.29,71.29,71.29,71.29,631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:56:00-04:00,46.8,46.83,46.8,46.83,274.0,19.355,19.375,19.355,19.365,554.0,,,,,,55.05,55.11,55.05,55.11,470.0,135.41,135.44,135.41,135.44,601.0,,,,,,,,,,,220.925,220.97,220.925,220.97,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.075,167.08,167.03,167.03,346.0,24.575,24.585,24.575,24.575,700.0,71.28,71.28,71.28,71.28,100.0,,,,,,1908.92,1908.92,1908.92,1908.92,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:57:00-04:00,,,,,,19.36,19.36,19.36,19.36,200.0,,,,,,,,,,,135.4,135.4,135.4,135.4,102.0,,,,,,,,,,,220.88,220.88,220.88,220.88,100.0,,,,,,19.3,19.3,19.3,19.3,100.0,212.55,212.55,212.55,212.55,111.0,,,,,,,,,,,112.7,112.7,112.7,112.7,365.0,,,,,,24.575,24.575,24.56,24.565,500.0,71.28,71.29,71.27,71.27,889.0,,,,,,1907.0,1907.0,1904.97,1904.97,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:58:00-04:00,,,,,,19.37,19.37,19.37,19.37,100.0,,,,,,,,,,,135.315,135.315,135.315,135.315,123.0,,,,,,,,,,,220.77,220.77,220.77,220.77,100.0,3515.825,3515.825,3515.825,3515.825,318.0,,,,,,212.8,212.8,212.8,212.8,110.0,,,,,,,,,,,,,,,,167.025,167.31,167.025,167.31,846.0,24.565,24.565,24.565,24.565,800.0,71.25,71.26,71.245,71.245,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:59:00-04:00,,,,,,,,,,,,,,,,55.045,55.045,55.045,55.045,120.0,135.3,135.3,135.26,135.26,554.0,,,,,,,,,,,,,,,,,,,,,19.32,19.32,19.32,19.32,520.0,212.7,212.7,212.69,212.69,219.0,,,,,,,,,,,,,,,,167.38,167.38,167.38,167.38,221.0,24.565,24.565,24.565,24.565,223.0,71.27,71.27,71.27,71.27,141.0,208.14,208.15,208.14,208.15,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:00:00-04:00,46.81,46.81,46.81,46.81,100.0,19.385,19.385,19.385,19.385,200.0,,,,,,55.02,55.035,55.02,55.035,214.0,135.27,135.27,135.27,135.27,427.0,,,,,,109.27,109.27,109.265,109.265,564.0,,,,,,3519.97,3520.92,3519.97,3520.92,521.0,,,,,,212.72,212.77,212.72,212.77,406.0,,,,,,,,,,,,,,,,167.41,167.41,167.41,167.41,152.0,24.565,24.565,24.565,24.565,100.0,71.245,71.245,71.245,71.245,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:01:00-04:00,46.91,46.91,46.91,46.91,399.0,,,,,,,,,,,55.045,55.06,55.045,55.06,330.0,,,,,,,,,,,109.32,109.32,109.31,109.31,861.0,220.785,220.785,220.785,220.785,103.0,,,,,,,,,,,212.93,212.97,212.91,212.97,300.0,,,,,,,,,,,,,,,,167.5,167.5,167.37,167.37,461.0,24.565,24.585,24.565,24.585,500.0,71.3,71.33,71.3,71.33,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:02:00-04:00,46.9,46.9,46.875,46.9,749.0,19.41,19.41,19.41,19.41,100.0,,,,,,,,,,,135.37,135.37,135.37,135.37,100.0,,,,,,109.25,109.27,109.21,109.21,845.0,220.89,220.93,220.88,220.93,590.0,,,,,,19.345,19.37,19.345,19.37,400.0,212.91,212.91,212.84,212.84,340.0,,,,,,,,,,,112.73,112.73,112.72,112.73,352.0,167.25,167.25,167.225,167.225,375.0,24.585,24.585,24.585,24.585,501.0,71.34,71.34,71.34,71.34,300.0,208.29,208.29,208.29,208.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:03:00-04:00,,,,,,,,,,,,,,,,,,,,,135.42,135.445,135.42,135.445,207.0,,,,,,,,,,,221.01,221.01,220.935,220.935,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,112.74,112.765,112.74,112.765,215.0,167.085,167.11,167.085,167.11,341.0,24.595,24.595,24.595,24.595,594.0,71.37,71.37,71.37,71.37,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:04:00-04:00,,,,,,19.415,19.415,19.405,19.405,590.0,,,,,,,,,,,135.415,135.415,135.415,135.415,114.0,,,,,,,,,,,220.98,220.98,220.98,220.98,100.0,3519.915,3519.915,3517.45,3517.45,207.0,,,,,,213.05,213.05,213.02,213.03,600.0,,,,,,,,,,,112.74,112.74,112.74,112.74,200.0,166.89,166.89,166.89,166.89,284.0,24.595,24.605,24.595,24.605,751.0,,,,,,,,,,,1901.93,1901.93,1901.93,1901.93,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:05:00-04:00,46.9,46.9,46.9,46.9,430.0,,,,,,,,,,,55.1,55.1,55.1,55.1,420.0,135.41,135.41,135.41,135.41,361.0,,,,,,,,,,,221.015,221.05,221.015,221.05,541.0,3518.61,3518.61,3518.61,3518.61,225.0,19.415,19.415,19.415,19.415,194.0,213.15,213.15,213.15,213.15,129.0,,,,,,,,,,,112.74,112.75,112.74,112.75,325.0,,,,,,24.605,24.605,24.605,24.605,550.0,71.39,71.4,71.39,71.4,300.0,208.385,208.385,208.385,208.385,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:06:00-04:00,46.94,46.94,46.9,46.905,1138.0,,,,,,,,,,,,,,,,,,,,,,,,,,109.29,109.295,109.29,109.295,684.0,221.075,221.075,221.075,221.075,422.0,3518.7,3518.7,3518.7,3518.7,256.0,,,,,,213.07,213.12,213.07,213.12,601.0,,,,,,,,,,,112.75,112.75,112.75,112.75,100.0,166.79,166.865,166.79,166.865,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:07:00-04:00,46.92,46.92,46.915,46.92,417.0,19.41,19.41,19.41,19.41,110.0,,,,,,,,,,,135.36,135.36,135.36,135.36,500.0,,,,,,109.29,109.3,109.29,109.3,538.0,,,,,,3517.43,3517.43,3517.43,3517.43,124.0,,,,,,213.17,213.18,213.17,213.18,429.0,,,,,,,,,,,,,,,,166.86,166.86,166.7,166.83,347.0,,,,,,71.39,71.39,71.39,71.39,105.0,208.48,208.48,208.48,208.48,160.0,1902.655,1902.655,1902.655,1902.655,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:08:00-04:00,46.93,46.985,46.93,46.975,2716.0,19.42,19.425,19.42,19.425,566.0,,,,,,55.15,55.15,55.15,55.15,140.0,135.33,135.33,135.33,135.33,225.0,,,,,,109.27,109.32,109.27,109.32,855.0,221.345,221.345,221.345,221.345,140.0,,,,,,19.415,19.43,19.415,19.425,700.0,,,,,,,,,,,,,,,,,,,,,166.71,166.71,166.7,166.71,655.0,24.605,24.605,24.605,24.605,532.0,71.42,71.42,71.42,71.42,495.0,208.52,208.52,208.52,208.52,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:09:00-04:00,46.945,46.95,46.92,46.95,6329.0,19.425,19.425,19.425,19.425,100.0,,,,,,,,,,,135.415,135.415,135.415,135.415,116.0,,,,,,109.29,109.29,109.26,109.26,1059.0,,,,,,,,,,,,,,,,213.37,213.37,213.37,213.37,365.0,,,,,,,,,,,112.85,112.85,112.85,112.85,200.0,166.71,166.73,166.71,166.72,738.0,,,,,,,,,,,208.595,208.595,208.595,208.595,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:10:00-04:00,46.95,46.95,46.91,46.91,1500.0,19.43,19.43,19.425,19.425,1100.0,,,,,,,,,,,135.39,135.39,135.335,135.335,810.0,,,,,,109.27,109.27,109.18,109.18,1598.0,221.43,221.43,221.35,221.35,647.0,,,,,,,,,,,213.38,213.38,213.38,213.38,103.0,,,,,,,,,,,112.8,112.8,112.8,112.8,100.0,166.71,166.76,166.695,166.76,650.0,24.605,24.605,24.595,24.595,353.0,,,,,,208.575,208.575,208.575,208.575,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:11:00-04:00,46.92,46.93,46.91,46.91,1054.0,19.435,19.435,19.435,19.435,110.0,,,,,,,,,,,135.35,135.41,135.35,135.41,906.0,,,,,,109.165,109.25,109.15,109.23,1800.0,,,,,,,,,,,,,,,,213.44,213.44,213.44,213.44,309.0,,,,,,,,,,,112.76,112.76,112.76,112.76,301.0,166.735,166.77,166.735,166.77,440.0,24.595,24.6,24.595,24.6,500.0,71.41,71.41,71.4,71.4,324.0,208.52,208.52,208.52,208.52,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:12:00-04:00,46.905,46.905,46.905,46.905,120.0,19.425,19.425,19.415,19.415,400.0,,,,,,,,,,,135.38,135.38,135.36,135.36,2123.0,,,,,,,,,,,,,,,,,,,,,,,,,,213.4,213.4,213.4,213.4,672.0,,,,,,,,,,,112.79,112.85,112.79,112.85,417.0,166.81,166.815,166.78,166.8,776.0,24.605,24.605,24.605,24.605,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:13:00-04:00,46.85,46.855,46.84,46.855,407.0,19.405,19.405,19.385,19.385,710.0,,,,,,,,,,,135.26,135.27,135.26,135.27,464.0,,,,,,109.135,109.25,109.12,109.25,1097.0,221.36,221.46,221.36,221.46,200.0,,,,,,,,,,,213.35,213.35,213.35,213.35,200.0,,,,,,,,,,,,,,,,166.84,166.84,166.78,166.78,260.0,24.6,24.6,24.595,24.595,360.0,71.33,71.33,71.32,71.32,1021.0,208.53,208.53,208.43,208.43,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:14:00-04:00,46.83,46.83,46.82,46.82,450.0,,,,,,,,,,,,,,,,135.29,135.29,135.29,135.29,137.0,,,,,,109.25,109.25,109.23,109.23,815.0,221.51,221.51,221.51,221.51,204.0,,,,,,,,,,,213.33,213.37,213.33,213.37,301.0,,,,,,,,,,,112.89,112.89,112.89,112.89,101.0,166.74,166.74,166.72,166.72,324.0,24.59,24.59,24.59,24.59,340.0,71.29,71.29,71.28,71.28,503.0,208.34,208.34,208.33,208.33,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:15:00-04:00,46.81,46.81,46.805,46.805,300.0,19.375,19.375,19.365,19.37,633.0,,,,,,,,,,,135.27,135.36,135.27,135.36,1100.0,,,,,,109.21,109.3,109.21,109.3,713.0,,,,,,,,,,,19.36,19.36,19.34,19.34,463.0,213.34,213.34,213.34,213.34,407.0,,,,,,,,,,,112.91,112.91,112.86,112.86,500.0,166.64,166.64,166.61,166.61,366.0,,,,,,71.3,71.3,71.3,71.3,202.0,208.19,208.19,208.19,208.19,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:16:00-04:00,46.805,46.805,46.8,46.8,376.0,19.37,19.37,19.37,19.37,100.0,,,,,,54.975,54.975,54.975,54.975,248.0,135.4,135.4,135.4,135.4,155.0,46.55,46.565,46.55,46.565,534.0,109.28,109.28,109.28,109.28,310.0,,,,,,,,,,,,,,,,213.32,213.32,213.3,213.3,462.0,175.2,175.2,175.12,175.14,731.0,,,,,,,,,,,166.54,166.54,166.52,166.52,436.0,24.575,24.575,24.575,24.575,319.0,71.255,71.255,71.255,71.255,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:17:00-04:00,46.78,46.78,46.76,46.76,340.0,19.36,19.36,19.355,19.355,1026.0,156.74,156.85,156.71,156.84,4108.0,54.93,54.93,54.93,54.93,120.0,135.45,135.45,135.45,135.45,101.0,46.49,46.49,46.44,46.44,542.0,109.34,109.34,109.34,109.34,110.0,,,,,,3521.0,3521.0,3521.0,3521.0,276.0,,,,,,213.24,213.24,213.17,213.17,348.0,175.13,175.13,175.09,175.09,533.0,,,,,,,,,,,166.43,166.43,166.38,166.38,355.0,24.575,24.575,24.575,24.575,400.0,71.25,71.25,71.25,71.25,100.0,208.125,208.125,208.125,208.125,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:18:00-04:00,46.75,46.75,46.75,46.75,221.0,,,,,,156.84,156.93,156.84,156.915,6252.0,54.945,54.945,54.945,54.945,132.0,135.5,135.5,135.5,135.5,738.0,,,,,,109.32,109.32,109.32,109.32,256.0,221.43,221.43,221.43,221.43,218.0,,,,,,,,,,,213.13,213.13,213.13,213.13,321.0,,,,,,,,,,,,,,,,166.36,166.41,166.36,166.38,348.0,,,,,,71.23,71.23,71.23,71.23,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:19:00-04:00,46.78,46.78,46.78,46.78,268.0,19.365,19.365,19.365,19.365,210.0,156.91,156.96,156.85,156.86,2132.0,,,,,,135.51,135.51,135.495,135.495,4893.0,46.415,46.415,46.32,46.37,782.0,109.35,109.35,109.35,109.35,215.0,221.445,221.445,221.445,221.445,100.0,3520.56,3520.56,3520.56,3520.56,295.0,19.305,19.305,19.305,19.305,120.0,,,,,,175.05,175.1,175.05,175.1,723.0,41.545,41.545,41.54,41.545,5756.0,,,,,,166.29,166.41,166.29,166.41,661.0,,,,,,71.23,71.23,71.23,71.23,100.0,208.36,208.36,208.36,208.36,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:20:00-04:00,,,,,,19.365,19.37,19.365,19.37,412.0,156.82,156.85,156.8,156.8,1979.0,,,,,,135.46,135.46,135.43,135.43,714.0,46.45,46.755,46.45,46.755,3148.0,,,,,,,,,,,,,,,,,,,,,213.17,213.17,213.17,213.17,175.0,175.12,175.12,175.12,175.12,203.0,41.545,41.545,41.535,41.54,2960.0,112.83,112.83,112.83,112.83,681.0,166.46,166.46,166.365,166.365,252.0,24.575,24.575,24.57,24.57,200.0,71.225,71.225,71.215,71.215,1120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:21:00-04:00,46.78,46.78,46.77,46.77,210.0,19.375,19.375,19.365,19.375,1083.0,156.78,156.8,156.77,156.8,3278.0,,,,,,135.46,135.46,135.46,135.46,110.0,46.67,46.725,46.67,46.725,547.0,,,,,,221.325,221.325,221.325,221.325,101.0,,,,,,,,,,,213.11,213.13,213.11,213.13,518.0,175.17,175.17,175.17,175.17,436.0,41.545,41.545,41.53,41.53,4540.0,,,,,,166.33,166.34,166.33,166.34,232.0,,,,,,71.21,71.23,71.21,71.23,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:22:00-04:00,46.76,46.77,46.76,46.77,406.0,19.375,19.375,19.375,19.375,483.0,156.87,156.895,156.85,156.85,955.0,54.93,54.93,54.93,54.93,111.0,,,,,,46.78,46.925,46.775,46.925,2206.0,109.295,109.34,109.295,109.34,625.0,221.27,221.27,221.195,221.195,200.0,,,,,,,,,,,,,,,,175.14,175.27,175.13,175.27,880.0,41.545,41.545,41.545,41.545,4191.0,,,,,,166.35,166.35,166.28,166.28,446.0,24.58,24.585,24.58,24.585,514.0,71.235,71.235,71.235,71.235,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:23:00-04:00,46.8,46.8,46.8,46.8,312.0,19.38,19.38,19.375,19.375,432.0,156.875,156.89,156.785,156.785,1417.0,,,,,,,,,,,46.89,46.965,46.865,46.965,2204.0,109.36,109.37,109.32,109.325,1416.0,221.31,221.31,221.3,221.3,364.0,,,,,,,,,,,213.22,213.22,213.06,213.06,315.0,175.18,175.18,175.17,175.17,344.0,41.545,41.545,41.535,41.535,5180.0,112.58,112.58,112.58,112.58,449.0,,,,,,24.59,24.59,24.59,24.59,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:24:00-04:00,46.77,46.77,46.74,46.74,400.0,19.375,19.375,19.375,19.375,470.0,156.77,156.77,156.71,156.71,576.0,,,,,,,,,,,46.93,46.93,46.88,46.88,1105.0,109.31,109.31,109.28,109.28,424.0,221.27,221.27,221.27,221.27,111.0,,,,,,19.29,19.295,19.29,19.295,491.0,213.01,213.01,213.01,213.01,594.0,175.16,175.16,175.15,175.15,653.0,41.535,41.535,41.525,41.535,3330.0,,,,,,,,,,,24.59,24.59,24.59,24.59,100.0,71.18,71.215,71.18,71.21,1432.0,208.17,208.17,208.17,208.17,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 12:25:00-04:00,46.71,46.79,46.71,46.79,321.0,19.375,19.375,19.375,19.375,200.0,156.67,156.71,156.67,156.69,566.0,,,,,,,,,,,46.93,46.93,46.93,46.93,163.0,109.275,109.33,109.27,109.33,544.0,221.21,221.21,221.09,221.09,423.0,3518.66,3518.66,3518.66,3518.66,215.0,,,,,,213.03,213.09,213.03,213.09,243.0,175.14,175.15,175.14,175.14,3872.0,41.525,41.525,41.51,41.51,3753.0,112.55,112.55,112.5,112.5,662.0,166.465,166.48,166.465,166.48,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
